TÍTULO,CLAVE DE REGIÓN HIDROLÓGICA,NOMBRE DE REGIÓN HIDROLÓGICA,ESTADO,NOMBRE DE ESTADO,MUNICIPIO(S),CLAVE DE CUENCA HIDROLÓGICA,NOMBRE DE CUENCA HIDROLÓGICA,VOLUMEN ANUAL EN m3 ,FUENTE,AFLUENTE,NÚMERO DE ANEXO
03SIN410802/10ATGC00,10,SINALOA,25,SINALOA,ELOTA,115,RÍO ELOTA,206907000.00,PRESA DE ALMACENAMIENTO AURELIO BENASSINI VIZCAÍNO (EL SALTO),RÍO ELOTA,1
02SON403801/09ATGC00,9,SONORA SUR,26,SONORA,HUATABAMPO,109,RÍO MAYO 3,56452000.00,PRESA DE ALMACENAMIENTO PRESIDENTE ADOLFO RUÍZ CORTINES,RÍO MAYO,1
02SON403802/09ATGC00,9,SONORA SUR,26,SONORA,ETCHOJOA Y HUATABAMPO,109,RÍO MAYO 3,62120000.00,PRESA PRESIDENTE ADOLFO RUÍZ CORTINES,RÍO MAYO,1
02SON403803/09ATGC00,9,SONORA SUR,26,SONORA,ETCHOJOA,109,RÍO MAYO 3,37355000.00,PRESA PRESIDENTE ADOLFO RUÍZ CORTINES,RÍO MAYO,1
02SON403804/09ATGC00,9,SONORA SUR,26,SONORA,ETCHOJOA Y NAVOJOA,109,RÍO MAYO 3,41294000.00,PRESA PRESIDENTE ADOLFO RUÍZ CORTINES,RÍO MAYO,1
02SON403805/09ATGC00,9,SONORA SUR,26,SONORA,NAVOJOA Y HUATABAMPO,109,RÍO MAYO 3,36979000.00,PRESA ORESIDENTE ADOLFO RUÍZ CORTINES,RÍO MAYO,1
02SON403806/09ATGC00,9,SONORA SUR,26,SONORA,ETCHOJOA Y HUATABAMPO,109,RÍO MAYO 3,55722000.00,PRESA PRESIDENTE ADOLFO RUÍZ CORTINES,RÍO MAYO,1
02SON403807/09ATGC00,9,SONORA SUR,26,SONORA,HUATABAMPO,109,RÍO MAYO 3,56127000.00,PRESA PRESIDENTE ADOLFO RUÍZ CORTINES,RÍO MAYO,1
02SON403808/09ATGC00,9,SONORA SUR,26,SONORA,ETCHOJOA Y HUATABAMPO,109,RÍO MAYO 3,26556000.00,PRESA PRESIDENTE ADOLFO RUÍZ CORTINES,RÍO MAYO,1
02SON403809/09ATGC00,9,SONORA SUR,26,SONORA,NAVOJOA Y HUATABAMPO,109,RÍO MAYO 3,43102000.00,PRESA PRESIDENTE ADOLFO RUÍZ CORTINES,RIO MAYO,1
02SON403810/09ATGC00,9,SONORA SUR,26,SONORA,NAVOJOA Y HUATABAMPO,109,RÍO MAYO 3,36314000.00,PRESA PRESIDENTE ADOLFO RUIZ CORTINES,RIO MAYO,1
02SON403811/09ATGC00,9,SONORA SUR,26,SONORA,NAVOJOA,109,RÍO MAYO 3,36359000.00,PRESA PRESIDENTE ADOLFO RUIZ CORTINES,RIO MAYO,1
02SON403812/09ATGC00,9,SONORA SUR,26,SONORA,NAVOJOA,109,RÍO MAYO 3,49512000.00,PRESA PRESIDENTE ADOLFO RUÍZ CORTINES,RÍO MAYO,1
02SON403813/09ATGC00,9,SONORA SUR,26,SONORA,NAVOJOA Y ETCHOJOA,109,RÍO MAYO 3,46068000.00,PRESA PRESIDENTE ADOLFO RUIZ CORTINES,RIO MAYO,1
02SON403814/09ATGC00,9,SONORA SUR,26,SONORA,NAVOJOA,109,RÍO MAYO 3,34847000.00,PRESA PRESIDENTE ADOLFO RUIZ CORTINES,RIO MAYO,1
02SON403815/09ATGC00,9,SONORA SUR,26,SONORA,ETCHOJOA,109,RÍO MAYO 3,42473000.00,PRESA PRESIDENTE ADOLFO RUIZ CORTINES,RIO MAYO,1
02SON403816/09ATGC00,9,SONORA SUR,26,SONORA,NAVOJOA,109,RÍO MAYO 3,28326000.00,PRESA PRESIDENTE ADOLFO RUIZ CORTINES,RIO MAYO,1
02SON404104/09ATGC00,9,SONORA SUR,26,SONORA,SAN IGNACIO RÍO MUERTO,105,RÍO YAQUI 3,16533000.00,PRESA DE ALMACENAMIENTO ÁLVARO OBREGÓN (OVIACHIC),RÍO YAQUI,1
02SON404105/09ATGC00,9,SONORA SUR,26,SONORA,SAN IGNACIO RÍO MUERTO,105,RÍO YAQUI 3,42935000.00,PRESA DE ALMACENAMIENTO ÁLVARO OBREGÓN (OVIACHIC),RÍO YAQUI,1
02SON404106/09ATGC00,9,SONORA SUR,26,SONORA,SAN IGNACIO RÍO MUERTO,105,RÍO YAQUI 3,52320000.00,PRESA DE ALMACENAMIENTO ÁLVARO OBREGÓN (OVIACHIC),RÍO YAQUI,1
02SON404107/09ATGC00,9,SONORA SUR,26,SONORA,SAN IGNACIO RÍO MUERTO,105,RÍO YAQUI 3,40833000.00,PRESA DE ALMACENAMIENTO ÁLVARO OBREGÓN (OVIACHIC),RÍO YAQUI,1
02SON404108/09ATGC00,9,SONORA SUR,26,SONORA,SAN IGNACIO RÍO MUERTO,105,RÍO YAQUI 3,62972000.00,PRESA DE ALMACENAMIENTO ÁLVARO OBREGÓN (OVIACHIC),RÍO YAQUI,1
02SON404109/09ATGC00,9,SONORA SUR,26,SONORA,CAJEME,105,RÍO YAQUI 3,10372000.00,PRESA DE ALMACENAMIENTO ÁLVARO OBREGÓN (OVIACHIC),RÍO YAQUI,1
02SON404110/09ATGC00,9,SONORA SUR,26,SONORA,ETCHOJOA,105,RÍO YAQUI 3,29417000.00,PRESA DE ALMACENAMIENTO ÁLVARO OBREGÓN (OVIACHIC),RÍO YAQUI,1
02SON404111/09ATGC00,9,SONORA SUR,26,SONORA,"BENITO JUÁREZ, CAJEME Y NAVOJOA",105,RÍO YAQUI 3,37097000.00,PRESA DE ALMACENAMIENTO ÁLVARO OBREGÓN (OVIACHIC),RÍO YAQUI,1
02SON404112/09ATGC00,9,SONORA SUR,26,SONORA,CAJEME Y BACUM,105,RÍO YAQUI 3,65470000.00,PRESA DE ALMACENAMIENTO ÁLVARO OBREGÓN (OVIACHIC),RÍO YAQUI,1
02SON404113/09ATGC00,9,SONORA SUR,26,SONORA,CAJEME,105,RÍO YAQUI 3,79975000.00,PRESA DE ALMACENAMIENTO ÁLVARO OBREGÓN (OVIACHIC),RÍO YAQUI,1
02SON404114/09ATGC00,9,SONORA SUR,26,SONORA,CAJEME Y BENITO JUÁREZ,105,RÍO YAQUI 3,30887000.00,PRESA DE ALMACENAMIENTO ÁLVARO OBREGÓN (OVIACHIC),RÍO YAQUI,1
02SON404115/09ATGC00,9,SONORA SUR,26,SONORA,CAJEME,105,RÍO YAQUI 3,18114000.00,PRESA DE ALMACENAMIENTO ÁLVARO OBREGÓN (OVIACHIC),RÍO YAQUI,1
02SON404116/09ATGC00,9,SONORA SUR,26,SONORA,CAJEME Y BACUM,105,RÍO YAQUI 3,69518000.00,PRESA DE ALMACENAMIENTO ÁLVARO OBREGÓN (OVIACHIC),RÍO YAQUI,1
02SON404117/09ATGC00,9,SONORA SUR,26,SONORA,"CAJEME, BACUM Y SAN IGNACIO RÍO MUERTO",105,RÍO YAQUI 3,72157000.00,PRESA DE ALMACENAMIENTO ÁLVARO OBREGÓN (OVIACHIC),RÍO YAQUI,1
02SON404118/09ATGC00,9,SONORA SUR,26,SONORA,CAJEME Y BACUM,105,RÍO YAQUI 3,61485000.00,PRESA DE ALMACENAMIENTO ÁLVARO OBREGÓN (OVIACHIC),RÍO YAQUI,1
02SON404119/09ATGC00,9,SONORA SUR,26,SONORA,CAJEME,105,RÍO YAQUI 3,65893000.00,PRESA DE ALMACENAMIENTO ÁLVARO OBREGÓN (OVIACHIC),RÍO YAQUI,1
02SON404120/09ATGC00,9,SONORA SUR,26,SONORA,CAJEME,105,RÍO YAQUI 3,38150000.00,PRESA DE ALMACENAMIENTO ÁLVARO OBREGÓN (OVIACHIC),RÍO YAQUI,1
02SON404121/09ATGC00,9,SONORA SUR,26,SONORA,ETCHOJOA,105,RÍO YAQUI 3,30040000.00,PRESA DE ALMACENAMIENTO ÁLVARO OBREGÓN (OVIACHIC),RÍO YAQUI,1
02SON404122/09ATGC00,9,SONORA SUR,26,SONORA,CAJEME,105,RÍO YAQUI 3,8111000.00,PRESA DE ALMACENAMIENTO ÁLVARO OBREGÓN (OVIACHIC),RÍO YAQUI,1
02SON404123/09ATGC00,9,SONORA SUR,26,SONORA,CAJEME,105,RÍO YAQUI 3,22815000.00,PRESA DE ALMACENAMIENTO ÁLVARO OBREGÓN (OVIACHIC),RÍO YAQUI,1
02SON404124/09ATGC00,9,SONORA SUR,26,SONORA,CAJEME,105,RÍO YAQUI 3,29833000.00,PRESA DE ALMACENAMIENTO ÁLVARO OBREGÓN (OVIACHIC),RÍO YAQUI,1
02SON404125/09ATGC00,9,SONORA SUR,26,SONORA,SINALOA,105,RÍO YAQUI 3,36311000.00,PRESA DE ALMACENAMIENTO ÁLVARO OBREGÓN (OVIACHIC),RÍO YAQUI,1
02SON404126/09ATGC00,9,SONORA SUR,26,SONORA,CAJEME,105,RÍO YAQUI 3,16337000.00,PRESA DE ALMACENAMIENTO ÁLVARO OBREGÓN (OVIACHIC),RÍO YAQUI,1
02SON404127/09ATGC00,9,SONORA SUR,26,SONORA,CAJEME,105,RÍO YAQUI 3,5824000.00,PRESA DE ALMACENAMIENTO ÁLVARO OBREGÓN (OVIACHIC),RÍO YAQUI,1
02SON404128/09ATGC00,9,SONORA SUR,26,SONORA,CAJEME,105,RÍO YAQUI 3,36082000.00,PRESA DE ALMACENAMIENTO ÁLVARO OBREGÓN (OVIACHIC),RÍO YAQUI,1
02SON404129/09ATGC00,9,SONORA SUR,29,TLAXCALA,CAJEME,105,RÍO YAQUI 3,64860000.00,PRESA DE ALMACENAMIENTO ÁLVARO OBREGÓN (OVIACHIC),RÍO YAQUI,1
02SON404130/09ATGC00,9,SONORA SUR,26,SONORA,BENITO JUÁREZ,105,RÍO YAQUI 3,48309000.00,PRESA DE ALMACENAMIENTO ÁLVARO OBREGÓN (OVIACHIC),RÍO YAQUI,1
02SON404131/09ATGC00,9,SONORA SUR,26,SONORA,BENITO JUÁREZ,105,RÍO YAQUI 3,37740000.00,PRESA DE ALMACENAMIENTO ÁLVARO OBREGÓN (OVIACHIC),RÍO YAQUI,1
02SON404132/09ATGC00,9,SONORA SUR,26,SONORA,ETCHOJOA,105,RÍO YAQUI 3,64554000.00,PRESA DE ALMACENAMIENTO ÁLVARO OBREGÓN (OVIACHIC),RÍO YAQUI,1
02SON404133/09ATGC00,9,SONORA SUR,26,SONORA,ETCHOJOA,105,RÍO YAQUI 3,21943000.00,PRESA DE ALMACENAMIENTO ÁLVARO OBREGÓN (OVIACHIC),RÍO YAQUI,1
02SON404135/09ATGC00,9,SONORA SUR,26,SONORA,CAJEME,105,RÍO YAQUI 3,11524000.00,PRESA DE ALMACENAMIENTO ÁLVARO OBREGÓN (OVIACHIC),RÍO YAQUI,1
02SON404137/09ATGC00,9,SONORA SUR,26,SONORA,"CAJEME, BACUM Y SAN IGNACIO RÍO MUERTO",105,RÍO YAQUI 3,64886000.00,PRESA DE ALMACENAMIENTO ÁLVARO OBREGÓN (OVIACHIC),RÍO YAQUI,1
02SON404138/09ATGC00,9,SONORA SUR,26,SONORA,ETCHOJOA,105,RÍO YAQUI 3,39082000.00,PRESA DE ALMACENAMIENTO ÁLVARO OBREGÓN (OVIACHIC),RÍO YAQUI,1
02SON404139/09ATGC00,9,SONORA SUR,26,SONORA,ETCHOJOA,105,RÍO YAQUI 3,21933000.00,PRESA DE ALMACENAMIENTO ÁLVARO OBREGÓN (OVIACHIC),RÍO YAQUI,1
02SON404140/09ATGC00,9,SONORA SUR,26,SONORA,"CAJEME, BACUM Y SAN IGNACIO RÍO MUERTO",105,RÍO YAQUI 3,71581000.00,PRESA DE ALMACENAMIENTO ÁLVARO OBREGÓN (OVIACHIC),RÍO YAQUI,1
02SON404141/09ATGC00,9,SONORA SUR,26,SONORA,BENITO JUÁREZ,105,RÍO YAQUI 3,38977000.00,PRESA DE ALMACENAMIENTO ÁLVARO OBREGÓN (OVIACHIC),RÍO YAQUI,1
02SON404142/09ATGC00,9,SONORA SUR,26,SONORA,BENITO JUÁREZ,105,RÍO YAQUI 3,35529000.00,PRESA DE ALMACENAMIENTO ÁLVARO OBREGÓN (OVIACHIC),RÍO YAQUI,1
02SON403702/08ATGC00,8,SONORA NORTE,26,SONORA,"ATIL, OQUITOA Y ALTAR",92,RÍO MAGDALENA,16386000.00,PRESA DE ALMACENAMIENTO CUAUHTÉMOC,RÍO ALTAR,1
06TAM402613/24ATGC00,24,BRAVO-CONCHOS,28,TAMAULIPAS,MIER,439,RÍO BRAVO 12,7422000.00,RÍO BRAVO (BOMBEO DIRECTO),RÍO BRAVO,1
09TAM408601/25ATGC03,25,SAN FERNANDO-SOTO LA MARINA,28,TAMAULIPAS,ABASOLO,450,RÍO SOTO LA MARINA 1,37776000.00,PRESA DE ALMACENAMIENTO VICENTE GUERRERO CONSUMADOR DE LA INDEPENDENCIA NACIONAL,RÍO SOTO LA MARINA,1
09TAM400201/26ATOC11,26,PÁNUCO,28,TAMAULIPAS,CIUDAD MANTE,539,RÍO GUAYALEJO 3,165768000.00,"RÍOS MANTE, GUAYALEJO Y FRÍO (PRESA DERIVADORA LA AGUJA; PLANTAS DE BOMBEO SACA DE AGUA, ZAPOTAL Y LA RAYA)",RÍO GUAYALEJO,1
09TAM409207/26ATGC00,26,PÁNUCO,28,TAMAULIPAS,MANTE,542,RÍO GUAYALEJO 4,9080000.00,PRESA DE ALMACENAMIENTO RAMIRO CABALLERO,RÍO TAMESÍ,1
06TAM402501/24ATGC00,24,BRAVO-CONCHOS,28,TAMAULIPAS,MATAMOROS Y RÍO BRAVO,439,RÍO BRAVO 12,199478000.00,PRESA DERIVADORA ANZALDÚAS,RÍO BRAVO,1
06TAM402501/24ATGC00,24,BRAVO-CONCHOS,28,TAMAULIPAS,MATAMOROS Y RÍO BRAVO,439,RÍO BRAVO 12,6732000.00,RÍO BRAVO (BOMBEO DIRECTO),RÍO BRAVO,2
06TAM402503/24ATGC00,24,BRAVO-CONCHOS,28,TAMAULIPAS,VALLE HERMOSO,439,RÍO BRAVO 12,128183000.00,PRESA DERIVADORA ANZALDÚAS,RÍO BRAVO,1
06TAM402504/24ATGC00,24,BRAVO-CONCHOS,28,TAMAULIPAS,REYNOSA Y RÍO BRAVO,439,RÍO BRAVO 12,20572000.00,PRESA DERIVADORA ANZALDÚAS,RÍO BRAVO,1
06TAM402504/24ATGC00,24,BRAVO-CONCHOS,28,TAMAULIPAS,REYNOSA Y RÍO BRAVO,439,RÍO BRAVO 12,2388000.00,RÍO BRAVO (BOMBEO DIRECTO),RÍO BRAVO,2
06TAM402506/24ATGC00,24,BRAVO-CONCHOS,28,TAMAULIPAS,RÍO BRAVO,439,RÍO BRAVO 12,97189000.00,PRESA DERIVADORA ANZALDÚAS,RÍO BRAVO,1
06TAM402508/24ATGC00,24,BRAVO-CONCHOS,28,TAMAULIPAS,VALLE HERMOSO Y RÍO BRAVO,439,RÍO BRAVO 12,85502000.00,PRESA DERIVADORA ANZALDÚAS,RÍO BRAVO,1
06TAM402509/24ATGC00,24,BRAVO-CONCHOS,28,TAMAULIPAS,VALLE HERMOSO,439,RÍO BRAVO 12,61434000.00,PRESA DERIVADORA ANZALDÚAS,RÍO BRAVO,1
06TAM402601/24ATGC00,24,BRAVO-CONCHOS,28,TAMAULIPAS,MIGUEL ALEMÁN Y CAMARGO,438,RÍO SAN JUAN 3,36634000.00,PRESA DE ALMACENAMIENTO MARTE R. GÓMEZ Y DERIVADORA LAS BLANCAS,RÍO BRAVO,1
06TAM402602/24ATGC00,24,BRAVO-CONCHOS,28,TAMAULIPAS,CAMARGO,438,RÍO SAN JUAN 3,34446000.00,PRESA DE ALMACENAMIENTO MARTE R. GÓMEZ Y DERIVADORA LAS BLANCAS,RÍO BRAVO,1
06TAM402603/24ATGC00,24,BRAVO-CONCHOS,28,TAMAULIPAS,"CAMARGO, DÍAZ ORDAZ Y REYNOSA",438,RÍO SAN JUAN 3,54075000.00,PRESA DE ALMACENAMIENTO MARTE R. GÓMEZ Y DERIVADORA LAS BLANCAS,RÍO BRAVO,1
06TAM402604/24ATGC00,24,BRAVO-CONCHOS,28,TAMAULIPAS,DÍAZ ORDAZ Y REYNOSA,438,RÍO SAN JUAN 3,44015000.00,PRESA DE ALMACENAMIENTO MARTE R. GÓMEZ Y DERIVADORA LAS BLANCAS,RÍO BRAVO,1
06TAM402605/24ATGC00,24,BRAVO-CONCHOS,28,TAMAULIPAS,DÍAZ ORDAZ Y REYNOSA,438,RÍO SAN JUAN 3,21922000.00,PRESA DE ALMACENAMIENTO MARTE R. GÓMEZ Y DERIVADORA LAS BLANCAS,RÍO BRAVO,1
06TAM402606/24ATGC00,24,BRAVO-CONCHOS,28,TAMAULIPAS,REYNOSA,438,RÍO SAN JUAN 3,13321000.00,PRESA DE ALMACENAMIENTO MARTE R. GÓMEZ Y DERIVADORA LAS BLANCAS,RÍO BRAVO,1
06TAM402607/24ATGC00,24,BRAVO-CONCHOS,28,TAMAULIPAS,REYNOSA Y RÍO BRAVO,438,RÍO SAN JUAN 3,47017000.00,PRESA DE ALMACENAMIENTO MARTE R. GÓMEZ Y DERIVADORA LAS BLANCAS,RÍO BRAVO,1
06TAM402608/24ATGC00,24,BRAVO-CONCHOS,28,TAMAULIPAS,RÍO BRAVO,438,RÍO SAN JUAN 3,41311000.00,PRESA DE ALMACENAMIENTO MARTE R. GÓMEZ Y DERIVADORA LAS BLANCAS,RÍO BRAVO,1
06TAM402609/24ATGC00,24,BRAVO-CONCHOS,28,TAMAULIPAS,RÍO BRAVO,438,RÍO SAN JUAN 3,37083000.00,PRESA DE ALMACENAMIENTO MARTE R. GÓMEZ Y DERIVADORA LAS BLANCAS,RÍO BRAVO,1
06TAM402611/24ATGC00,24,BRAVO-CONCHOS,28,TAMAULIPAS,RÍO BRAVO,438,RÍO SAN JUAN 3,44520000.00,PRESA DE ALMACENAMIENTO MARTE R. GÓMEZ Y DERIVADORA LAS BLANCAS,RÍO BRAVO,1
06TAM402612/24ATGC00,24,BRAVO-CONCHOS,28,TAMAULIPAS,"MIER, MIGUEL ALEMÁN, CAMARGO, DÍAZ ORDAZ Y REYNOSA",439,RÍO BRAVO 12,33820000.00,RÍO BRAVO (BOMBEO DIRECTO),RÍO BRAVO,1
06TAM402610/24ATGC00,24,BRAVO-CONCHOS,28,TAMAULIPAS,RÍO BRAVO,438,RÍO SAN JUAN 3,48497000.00,PRESA DE ALMACENAMIENTO MARTE R. GÓMEZ Y DERIVADORA LAS BLANCAS,RÍO BRAVO,1
06TAM402502/24ATGC00,24,BRAVO-CONCHOS,28,TAMAULIPAS,MATAMOROS Y VALLE HERMOSO,439,RÍO BRAVO 12,113961000.00,PRESA DERIVADORA ANZALDÚAS,RÍO BRAVO,1
06TAM402505/24ATGC00,24,BRAVO-CONCHOS,28,TAMAULIPAS,MATAMOROS Y RÍO BRAVO,439,RÍO BRAVO 12,53616000.00,PRESA DERIVADORA ANZALDÚAS,RÍO BRAVO,1
06TAM402507/24ATGC00,24,BRAVO-CONCHOS,28,TAMAULIPAS,RÍO BRAVO,439,RÍO BRAVO 12,91487000.00,PRESA DERIVADORA ANZALDÚAS,RÍO BRAVO,1
06TAM405001/24ATGC00,24,BRAVO-CONCHOS,28,TAMAULIPAS,NUEVO LAREDO Y GUERRERO,428,RÍO BRAVO 10,14149000.00,PRESA LA AMISTAD,RÍO BRAVO,1
06TAM405002/24ATGC19,24,BRAVO-CONCHOS,28,TAMAULIPAS,"ACUÑA, GUERRERO, HIDALGO, PIEDRAS NEGRAS Y NAVA EN COAHUILA; COLOMBIA EN NUEVO LEÓN",423,RÍO BRAVO 7,14671000.00,PRESA DE ALMACENAMIENTO LA AMISTAD (BOMBEOS DIRECTOS DEL RÍO BRAVO),RÍO BRAVO,1
04TLX405601/18ATGC00,18,BALSAS,29,TLAXCALA,"LARDIZÁBAL, IXTACUIXTLA, NOPALUCAN, NATIVITAS, Y SAN MARTÍN TEXMELUCAN",270,RÍO ALTO ATOYAC,7320000.00,DERIVACIÓN SAN LUCAS (RÍO ATOYAC),RÍO ATOYAC,1
04TLX405602/18ATGC00,18,BALSAS,29,TLAXCALA,"LARDIZÁBAL, IXTACUIXTLA Y SAN MARTÍN TEXMELUCAN",270,RÍO ALTO ATOYAC,2370000.00,DERIVACIÓN SAN LUCAS (RÍO ATOYAC),RÍO ATOYAC,1
04TLX405603/18ATGC00,18,BALSAS,29,TLAXCALA,LARDIZÁBAL Y SAN MARTÍN TEXMELUCAN,270,RÍO ALTO ATOYAC,4090000.00,DERIVACIÓN SAN LUCAS (RÍO ATOYAC),RÍO ATOYAC,1
04TLX405604/18ATGC00,18,BALSAS,29,TLAXCALA,"PANOTLA, TLAXCALA, TEXOLOC, NATIVITAS, SANTA APOLONIA TEACALCO Y TETLATLAHUCA",270,RÍO ALTO ATOYAC,1470000.00,PRESA ATLANGA,RÍO ZAHUAPAN,1
04TLX405604/18ATGC00,18,BALSAS,29,TLAXCALA,"PANOTLA, TLAXCALA, TEXOLOC, NATIVITAS, SANTA APOLONIA TEACALCO Y TETLATLAHUCA",270,RÍO ALTO ATOYAC,8000000.00,DERIVACIÓN PANOTLA (RÍO ZAHUAPAN),RÍO ZAHUAPAN,2
04TLX405605/18ATGC00,18,BALSAS,29,TLAXCALA,"ATLANGATEPEC, DOMINGO ARENAS Y XALTOCAN",270,RÍO ALTO ATOYAC,1480000.00,PRESA ATLANGA,RÍO ZAHUAPAN,1
09VER406001/26ATGC00,26,PÁNUCO,30,VERACRUZ DE IGNACIO DE LA LLAVE,EL HIGO,531,RÍO MOCTEZUMA 4,10433000.00,PLANTAS DE BOMBEO SOBRE LOS RÍOS TEMPOAL Y MOCTEZUMA,RÍO MOCTEZUMA,1
09VER406002/26ATGC00,26,PÁNUCO,30,VERACRUZ DE IGNACIO DE LA LLAVE,TANTOYUCA,531,RÍO MOCTEZUMA 4,2880000.00,PLANTA DE BOMBEO SOBRE EL RÍO CALABOZO (PLATÓN SÁNCHEZ),RÍO MOCTEZUMA,1
10VER403502/28ATGC00,28,PAPALOAPAN,30,VERACRUZ DE IGNACIO DE LA LLAVE,ACTOPAN Y ÚRSULO GALVÁN,587,RÍO ACTOPAN,212780000.00,"RÍO ACTOPAN; PRESAS DERIVADORAS LA ESPERANZA, SANTA ROSA, EL ZAPOTE Y EL BOBO",RÍO ACTOPAN,1
10VER408201/28ATGC00,28,PAPALOAPAN,30,VERACRUZ DE IGNACIO DE LA LLAVE,TLALIXCOYAN,586,LLANURAS DE PAPALOAPAN,174881000.00,RÍOS BLANCO Y OTAPA (PRESA DERIVADORA CAMELPO),RÍO BLANCO,1
09VER409203/26ATOC12,26,PÁNUCO,30,VERACRUZ DE IGNACIO DE LA LLAVE,PANUCO,546,RÍO CHICAYÁN 2,7343000.00,PRESA PASO DE PIEDRAS (CHICAYAN),RIO PANUCO,1
10VER403501/28ATDA18,28,PAPALOAPAN,30,VERACRUZ DE IGNACIO DE LA LLAVE,"LA ANTIGUA, ÚRSULO GALVÁN, PUENTE NACIONAL, PASO DE OVEJAS Y MANLIO FABIO ALTAMIRANO",588,RÍO LA ANTIGUA,213157000.00,RÍO LA ANTIGUA (PRESA DERIVADORA GUAYABAL),RÍO LA ANTIGUA,1
10VER403503/28ATDA18,28,PAPALOAPAN,30,VERACRUZ DE IGNACIO DE LA LLAVE,PUENTE NACIONAL Y ÚRSULO GALVÁN,588,RÍO LA ANTIGUA,97072000.00,RÍO LA ANTIGUA (PRESA DERIVADORA EL CARRIZAL),RÍO LA ANTIGUA,1
10VER408202/28ATDA18,28,PAPALOAPAN,30,VERACRUZ DE IGNACIO DE LA LLAVE,RÍO BLANCO,582,RÍO BLANCO,171596000.00,RÍOS BLANCO Y OTAPA (PRESAS DERIVADORAS CAMELPO Y OTAPA),RÍO BLANCO,1
08ZAC403405/12ATGC17,12,LERMA-SANTIAGO,32,ZACATECAS,"TABASCO, HUANUSCO Y JALPA",204,RÍO JUCHIPILA 1,26000000.00,PRESA EL CHIQUE,RÍO JUCHIPILA,1
08ZAC403405/12ATGC17,12,LERMA-SANTIAGO,32,ZACATECAS,JALPA,204,RÍO JUCHIPILA 1,2555000.00,PRESA LOS MORALEÑOS,RÍO CALVILLO,2
04GRO406801/18ATDL15,18,BALSAS,12,GUERRERO,TEPECOACUILCO E IGUALA,277,RÍO MEDIO BALSAS,14500000.00,PRESA VALERIO TRUJANO,RIO TEPECUACUILCO,1
06CHI400512/24ATGC18,24,BRAVO-CONCHOS,8,CHIHUAHUA,SAUCILLO,411,RÍO CONCHOS 2,46515000.00,PRESAS LA BOQUILLA Y FRANCISCO I. MADERO,RIO BRAVO,1
09TAM402901/26ATGC00,26,PÁNUCO,28,TAMAULIPAS,GÓMEZ FARÍAS Y XICOTÉNCATL,539,RÍO GUAYALEJO 3,51562000.00,PRESA DE ALMACENAMIENTO EMILIO PORTES GIL (PRESA DERIVADORA SAN GABRIEL),RIO GUAYALEJO,1
09TAM402901/26ATGC00,26,PÁNUCO,28,TAMAULIPAS,GÓMEZ FARÍAS Y XICOTÉNCATL,539,RÍO GUAYALEJO 3,40987000.00,RIO GUAYALEJO (PRESA DERIVADORA EL CONEJO),RIO GUAYALEJO,2
09TAM402901/26ATGC00,26,PÁNUCO,28,TAMAULIPAS,GÓMEZ FARÍAS Y XICOTÉNCATL,539,RÍO GUAYALEJO 3,98133000.00,RIO FRIO (PRESAS DERIVADORAS CANAL ALTO Y CANAL BAJO),RIO GUAYALEJO,3
09TAM402902/26ATDA17,26,PÁNUCO,28,TAMAULIPAS,XICOTÉNCATL,539,RÍO GUAYALEJO 3,65168000.00,PRESA DE ALMACENAMIENTO EMILIO PORTES GIL (PRESA DERIVADORA SAN GABRIEL),RIO GUAYALEJO,1
09TAM408602/25ATDA13,25,SAN FERNANDO-SOTO LA MARINA,28,TAMAULIPAS,ABASOLO Y JIMÉNEZ,450,RÍO SOTO LA MARINA 1,58764800.00,PRESA DE ALMACENAMIENTO VICENTE GUERRERO CONSUMADOR DE LA INDEPENDENCIA NACIONAL,RIO SOTO LA MARINA,1
09TAM408602/25ATDA13,25,SAN FERNANDO-SOTO LA MARINA,28,TAMAULIPAS,ABASOLO,450,RÍO SOTO LA MARINA 1,196800.00,RIO SOTO LA MARINA,GOLFO DE MEXICO,2
09TAM408603/25ATGC00,25,SAN FERNANDO-SOTO LA MARINA,28,TAMAULIPAS,ABASOLO Y JIMÉNEZ,450,RÍO SOTO LA MARINA 1,35301600.00,PRESA DE ALMACENAMIENTO VICENTE GUERRERO CONSUMADOR DE LA INDEPENDENCIA NACIONAL,RIO SOTO LA MARINA,1
09TAM408604/25ATGC00,25,SAN FERNANDO-SOTO LA MARINA,28,TAMAULIPAS,ABASOLO,450,RÍO SOTO LA MARINA 1,33416300.00,PRESA DE ALMACENAMIENTO VICENTE GUERRERO CONSUMADOR DE LA INDEPENDENCIA NACIONAL,RIO SOTO LA MARINA,1
09TAM408605/25ATGC00,25,SAN FERNANDO-SOTO LA MARINA,28,TAMAULIPAS,ABASOLO Y SOTO LA MARINA,450,RÍO SOTO LA MARINA 1,23283000.00,PRESA DE ALMACENAMIENTO VICENTE GUERRERO CONSUMADOR DE LA INDEPENDENCIA NACIONAL,RIO SOTO LA MARINA 2,1
09TAM408606/25ATOC14,25,SAN FERNANDO-SOTO LA MARINA,28,TAMAULIPAS,SOTO LA MARINA,450,RÍO SOTO LA MARINA 1,30744940.00,PRESA DE ALMACENAMIENTO VICENTE GUERRERO CONSUMADOR DE LA INDEPENDENCIA NACIONAL,RIO SOTO LA MARINA,1
