,TÍTULO,NÚMERO DE ANEXO,LONGITUD,LATITUD,TIPO
3610,815690,3060,-102.25778313888888,-102.25778313888888,SUBTERRÁNEO
3843,816028,3061,-102.27472255555556,-102.27472255555556,SUBTERRÁNEO
3844,816029,3062,-102.27611144444444,-102.27611144444444,SUBTERRÁNEO
3845,816033,3063,-102.27611127777777,-102.27611127777777,SUBTERRÁNEO
3847,816038,3064,-102.27611127777777,-102.27611127777777,SUBTERRÁNEO
3878,816080,3065,-102.34527791666666,-102.34527791666666,SUBTERRÁNEO
3879,816081,3066,-102.19500013888889,-102.19500013888889,SUBTERRÁNEO
3880,816082,3067,-102.29666683333333,-102.29666683333333,SUBTERRÁNEO
139,810348,3068,-116.605003,-116.605003,SUBTERRÁNEO
480,810994,3069,-116.19574097222223,-116.19574097222223,SUBTERRÁNEO
537,811094,3070,-116.64205588888889,-116.64205588888889,SUBTERRÁNEO
587,811176,3071,-116.61697255555555,-116.61697255555555,SUBTERRÁNEO
588,811176,3072,-116.61416694444443,-116.61416694444443,SUBTERRÁNEO
589,811176,3073,-116.61722238888888,-116.61722238888888,SUBTERRÁNEO
648,811276,3074,-116.66972233333334,-116.66972233333334,SUBTERRÁNEO
677,811344,3075,-116.64166691666668,-116.64166691666668,SUBTERRÁNEO
902,811717,3076,-116.27861127777777,-116.27861127777777,SUBTERRÁNEO
914,811745,3077,-116.64261994444445,-116.64261994444445,SUBTERRÁNEO
979,811838,3078,-116.20027775,-116.20027775,SUBTERRÁNEO
983,811847,3079,-116.6275291111111,-116.6275291111111,SUBTERRÁNEO
986,811851,3080,-115.91861161111112,-115.91861161111112,SUBTERRÁNEO
988,811855,3081,-116.62999997222222,-116.62999997222222,SUBTERRÁNEO
994,811864,3082,-116.06139083333333,-116.06139083333333,SUBTERRÁNEO
996,811868,3083,-115.57083602777777,-115.57083602777777,SUBTERRÁNEO
997,811871,3084,-115.96139425,-115.96139425,SUBTERRÁNEO
999,811874,3085,-115.96167738888889,-115.96167738888889,SUBTERRÁNEO
1000,811879,3086,-114.02139155555555,-114.02139155555555,SUBTERRÁNEO
1003,811883,3087,-114.12028044444443,-114.12028044444443,SUBTERRÁNEO
1006,811894,3088,-116.2752831388889,-116.2752831388889,SUBTERRÁNEO
1008,811899,3089,-116.55425266666667,-116.55425266666667,SUBTERRÁNEO
1009,811900,3090,-116.12084672222221,-116.12084672222221,SUBTERRÁNEO
1141,812097,3091,-116.37445783333332,-116.37445783333332,SUBTERRÁNEO
1162,812121,3092,-116.63944983333334,-116.63944983333334,SUBTERRÁNEO
1166,812129,3093,-116.20001341666666,-116.20001341666666,SUBTERRÁNEO
1171,812135,3094,-116.64168005555557,-116.64168005555557,SUBTERRÁNEO
1176,812142,3095,-116.16973561111112,-116.16973561111112,SUBTERRÁNEO
1178,812148,3096,-113.13343397222224,-113.13343397222224,SUBTERRÁNEO
1181,812153,3097,-116.58335211111111,-116.58335211111111,SUBTERRÁNEO
1193,812174,3098,-115.96519477777778,-115.96519477777778,SUBTERRÁNEO
1225,812214,3099,-115.58334941666666,-115.58334941666666,SUBTERRÁNEO
1231,812222,3100,-115.93307697222222,-115.93307697222222,SUBTERRÁNEO
1289,812307,3101,-116.59056894444444,-116.59056894444444,SUBTERRÁNEO
1291,812311,3102,-115.49001338888888,-115.49001338888888,SUBTERRÁNEO
1292,812312,3103,-116.74863975,-116.74863975,SUBTERRÁNEO
1293,812312,3104,-116.74819475,-116.74819475,SUBTERRÁNEO
1297,812316,3105,-116.55481625,-116.55481625,SUBTERRÁNEO
1298,812317,3106,-115.88946583333335,-115.88946583333335,SUBTERRÁNEO
1299,812318,3107,-114.0269551388889,-114.0269551388889,SUBTERRÁNEO
1357,812412,3108,-115.51722755555555,-115.51722755555555,SUBTERRÁNEO
1370,812431,3109,-116.84472755555555,-116.84472755555555,SUBTERRÁNEO
1535,812667,3110,-115.13933375,-115.13933375,SUBTERRÁNEO
1829,813049,3111,-115.88802819444444,-115.88802819444444,SUBTERRÁNEO
1955,813173,3112,-115.88119477777776,-115.88119477777776,SUBTERRÁNEO
1962,813185,3113,-115.88338961111111,-115.88338961111111,SUBTERRÁNEO
1987,813230,3114,-116.13816700000001,-116.13816700000001,SUBTERRÁNEO
2006,813251,3115,-116.15833383333334,-116.15833383333334,SUBTERRÁNEO
2048,813312,3116,-116.06228044444444,-116.06228044444444,SUBTERRÁNEO
2051,813316,3117,-116.63384672222223,-116.63384672222223,SUBTERRÁNEO
2154,813451,3118,-115.93931358333333,-115.93931358333333,SUBTERRÁNEO
2181,813503,3119,-116.54052827777778,-116.54052827777778,SUBTERRÁNEO
2397,813853,3120,-116.63000013888889,-116.63000013888889,SUBTERRÁNEO
2398,813854,3121,-116.6030716111111,-116.6030716111111,SUBTERRÁNEO
2400,813856,3122,-117.01106508333334,-117.01106508333334,SUBTERRÁNEO
2445,813941,3123,-116.15001066666667,-116.15001066666667,SUBTERRÁNEO
2517,814075,3124,-115.35395030555554,-115.35395030555554,SUBTERRÁNEO
2611,814217,3125,-116.67444472222223,-116.67444472222223,SUBTERRÁNEO
2627,814240,3126,-116.72222922222223,-116.72222922222223,SUBTERRÁNEO
2673,814324,3127,-116.18084908333334,-116.18084908333334,SUBTERRÁNEO
2674,814325,3128,-116.07722272222222,-116.07722272222222,SUBTERRÁNEO
2690,814354,3129,-115.14778580555556,-115.14778580555556,SUBTERRÁNEO
2692,814357,3130,-116.60833780555555,-116.60833780555555,SUBTERRÁNEO
2831,814564,3131,-115.07500047222221,-115.07500047222221,SUBTERRÁNEO
2868,814610,3132,-116.60222416666666,-116.60222416666666,SUBTERRÁNEO
2869,814611,3133,-116.3625283611111,-116.3625283611111,SUBTERRÁNEO
2895,814653,3134,-116.2905,-116.2905,SUBTERRÁNEO
2899,814663,3135,-116.62250141666667,-116.62250141666667,SUBTERRÁNEO
2903,814667,3136,-116.27408361111111,-116.27408361111111,SUBTERRÁNEO
2904,814668,3137,-115.90638919444444,-115.90638919444444,SUBTERRÁNEO
2938,814711,3138,-116.25944455555556,-116.25944455555556,SUBTERRÁNEO
2939,814711,3139,-116.26500008333333,-116.26500008333333,SUBTERRÁNEO
2947,814722,3140,-116.15000061111111,-116.15000061111111,SUBTERRÁNEO
2948,814723,3141,-115.87147244444444,-115.87147244444444,SUBTERRÁNEO
2949,814724,3142,-116.90944458333334,-116.90944458333334,SUBTERRÁNEO
2950,814725,3143,-116.6030558611111,-116.6030558611111,SUBTERRÁNEO
2951,814726,3144,-116.26255569444444,-116.26255569444444,SUBTERRÁNEO
2952,814729,3145,-116.56555586111111,-116.56555586111111,SUBTERRÁNEO
2953,814730,3146,-116.52277825,-116.52277825,SUBTERRÁNEO
2954,814730,3147,-116.521667,-116.521667,SUBTERRÁNEO
2955,814730,3148,-116.51833363888889,-116.51833363888889,SUBTERRÁNEO
2956,814731,3149,-115.97388902777777,-115.97388902777777,SUBTERRÁNEO
2964,814743,3150,-116.87166680555555,-116.87166680555555,SUBTERRÁNEO
2965,814744,3151,-116.87416730555555,-116.87416730555555,SUBTERRÁNEO
2981,814768,3152,-116.87166730555555,-116.87166730555555,SUBTERRÁNEO
3031,814808,3153,-116.62380608333332,-116.62380608333332,SUBTERRÁNEO
3039,814822,3154,-116.13069483333332,-116.13069483333332,SUBTERRÁNEO
3072,814860,3155,-116.63722252777778,-116.63722252777778,SUBTERRÁNEO
3203,815108,3156,-116.254139,-116.254139,SUBTERRÁNEO
3316,815286,3157,-115.89138966666667,-115.89138966666667,SUBTERRÁNEO
3317,815286,3158,-115.89527808333334,-115.89527808333334,SUBTERRÁNEO
3319,815288,3159,-116.65611141666668,-116.65611141666668,SUBTERRÁNEO
3327,815299,3160,-116.74194472222223,-116.74194472222223,SUBTERRÁNEO
3334,815304,3161,-116.73777830555555,-116.73777830555555,SUBTERRÁNEO
3347,815319,3162,-116.74111141666667,-116.74111141666667,SUBTERRÁNEO
3351,815325,3163,-116.74305563888889,-116.74305563888889,SUBTERRÁNEO
3408,815412,3164,-115.66588919444445,-115.66588919444445,SUBTERRÁNEO
3443,815459,3165,-116.60611122222221,-116.60611122222221,SUBTERRÁNEO
3454,815473,3166,-116.44388922222223,-116.44388922222223,SUBTERRÁNEO
3455,815474,3167,-116.57222230555556,-116.57222230555556,SUBTERRÁNEO
330,810760,3168,-109.9016653888889,-109.9016653888889,SUBTERRÁNEO
382,810833,3169,-111.80350033333333,-111.80350033333333,SUBTERRÁNEO
403,810865,3170,-113.37686655555555,-113.37686655555555,SUBTERRÁNEO
601,811193,3171,-111.69722919444445,-111.69722919444445,SUBTERRÁNEO
653,811294,3172,-110.08625066666666,-110.08625066666666,SUBTERRÁNEO
728,811416,3173,-110.32777827777777,-110.32777827777777,SUBTERRÁNEO
750,811452,3174,-111.78666683333333,-111.78666683333333,SUBTERRÁNEO
792,811518,3175,-109.90152794444445,-109.90152794444445,SUBTERRÁNEO
824,811583,3176,-111.72291677777778,-111.72291677777778,SUBTERRÁNEO
866,811656,3177,-113.55861144444444,-113.55861144444444,SUBTERRÁNEO
867,811657,3178,-111.84852811111111,-111.84852811111111,SUBTERRÁNEO
868,811658,3179,-111.83472272222222,-111.83472272222222,SUBTERRÁNEO
880,811675,3180,-111.76458413888889,-111.76458413888889,SUBTERRÁNEO
913,811742,3181,-111.71027844444444,-111.71027844444444,SUBTERRÁNEO
963,811813,3182,-111.69266716666667,-111.69266716666667,SUBTERRÁNEO
974,811833,3183,-109.66111130555556,-109.66111130555556,SUBTERRÁNEO
982,811846,3184,-111.70361152777778,-111.70361152777778,SUBTERRÁNEO
1037,811943,3185,-111.81666933333332,-111.81666933333332,SUBTERRÁNEO
1045,811953,3186,-111.53889091666666,-111.53889091666666,SUBTERRÁNEO
1347,812400,3187,-110.27555588888889,-110.27555588888889,SUBTERRÁNEO
1483,812583,3188,-111.8223616111111,-111.8223616111111,SUBTERRÁNEO
1505,812614,3189,-111.7388893888889,-111.7388893888889,SUBTERRÁNEO
1507,812617,3190,-111.06666716666666,-111.06666716666666,SUBTERRÁNEO
1608,812779,3191,-109.583334,-109.583334,SUBTERRÁNEO
1616,812789,3192,-110.26666708333333,-110.26666708333333,SUBTERRÁNEO
1632,812812,3193,-109.80416699999999,-109.80416699999999,SUBTERRÁNEO
1633,812813,3194,-111.39777811111112,-111.39777811111112,SUBTERRÁNEO
1634,812815,3195,-111.55694477777777,-111.55694477777777,SUBTERRÁNEO
1635,812816,3196,-110.14500044444445,-110.14500044444445,SUBTERRÁNEO
2507,814059,3197,-111.7342505,-111.7342505,SUBTERRÁNEO
2577,814175,3198,-111.55277833333334,-111.55277833333334,SUBTERRÁNEO
2581,814180,3199,-110.26333366666667,-110.26333366666667,SUBTERRÁNEO
2583,814183,3200,-111.55278044444444,-111.55278044444444,SUBTERRÁNEO
2688,814347,3201,-111.51945516666666,-111.51945516666666,SUBTERRÁNEO
2689,814352,3202,-111.34944477777778,-111.34944477777778,SUBTERRÁNEO
2691,814356,3203,-109.7458335,-109.7458335,SUBTERRÁNEO
2697,814364,3204,-110.38000016666666,-110.38000016666666,SUBTERRÁNEO
2709,814379,3205,-111.55611144444444,-111.55611144444444,SUBTERRÁNEO
2725,814404,3206,-111.38777788888889,-111.38777788888889,SUBTERRÁNEO
2726,814405,3207,-111.54944477777778,-111.54944477777778,SUBTERRÁNEO
2727,814408,3208,-113.830056,-113.830056,SUBTERRÁNEO
2728,814409,3209,-109.74638905555555,-109.74638905555555,SUBTERRÁNEO
2750,814439,3210,-111.355002,-111.355002,SUBTERRÁNEO
2784,814494,3211,-114.62777794444443,-114.62777794444443,SUBTERRÁNEO
2787,814502,3212,-114.59527777777777,-114.59527777777777,SUBTERRÁNEO
2825,814558,3213,-111.55222255555556,-111.55222255555556,SUBTERRÁNEO
2833,814566,3214,-113.56999980555555,-113.56999980555555,SUBTERRÁNEO
2845,814583,3215,-110.16861147222222,-110.16861147222222,SUBTERRÁNEO
2848,814586,3216,-111.38334975000001,-111.38334975000001,SUBTERRÁNEO
2883,814635,3217,-111.37138905555555,-111.37138905555555,SUBTERRÁNEO
2902,814666,3218,-110.59926958333332,-110.59926958333332,SUBTERRÁNEO
2968,814751,3219,-109.7038893888889,-109.7038893888889,SUBTERRÁNEO
3040,814825,3220,-113.57333333333332,-113.57333333333332,SUBTERRÁNEO
3041,814826,3221,-113.58044477777777,-113.58044477777777,SUBTERRÁNEO
3078,814870,3222,-111.58719475,-111.58719475,SUBTERRÁNEO
3125,814961,3223,-113.98138916666667,-113.98138916666667,SUBTERRÁNEO
3467,815490,3224,-109.74583366666667,-109.74583366666667,SUBTERRÁNEO
3470,815493,3225,-109.744167,-109.744167,SUBTERRÁNEO
3645,815748,3226,-111.78222269444444,-111.78222269444444,SUBTERRÁNEO
3647,815750,3227,-110.35577238888888,-110.35577238888888,SUBTERRÁNEO
3680,815793,3228,-113.61722255555554,-113.61722255555554,SUBTERRÁNEO
3734,815867,3229,-111.79638886111111,-111.79638886111111,SUBTERRÁNEO
3772,815927,3230,-109.74638922222222,-109.74638922222222,SUBTERRÁNEO
3780,815933,3231,-109.73333366666667,-109.73333366666667,SUBTERRÁNEO
3784,815936,3232,-109.74694461111112,-109.74694461111112,SUBTERRÁNEO
4031,816352,3233,-111.39833366666667,-111.39833366666667,SUBTERRÁNEO
4071,816410,3234,-110.94500066666667,-110.94500066666667,SUBTERRÁNEO
4086,816434,3235,-111.59305622222222,-111.59305622222222,SUBTERRÁNEO
4090,816446,3236,-111.61333366666666,-111.61333366666666,SUBTERRÁNEO
4096,816461,3237,-110.08222272222221,-110.08222272222221,SUBTERRÁNEO
4103,816471,3238,-111.68313922222222,-111.68313922222222,SUBTERRÁNEO
4126,816512,3239,-110.27313922222223,-110.27313922222223,SUBTERRÁNEO
4255,816715,3240,-111.55277827777778,-111.55277827777778,SUBTERRÁNEO
4344,816838,3241,-111.62833333333333,-111.62833333333333,SUBTERRÁNEO
4410,816934,3242,-112.07047233333333,-112.07047233333333,SUBTERRÁNEO
4828,817527,3243,-109.72686597222223,-109.72686597222223,SUBTERRÁNEO
4873,817585,3244,-111.71144480555556,-111.71144480555556,SUBTERRÁNEO
4941,817662,3245,-111.68475033333334,-111.68475033333334,SUBTERRÁNEO
5251,818152,3246,-111.63166708333333,-111.63166708333333,SUBTERRÁNEO
5298,818218,3247,-111.82583369444444,-111.82583369444444,SUBTERRÁNEO
5347,818297,3248,-111.8331131111111,-111.8331131111111,SUBTERRÁNEO
5348,818301,3249,-111.80555955555555,-111.80555955555555,SUBTERRÁNEO
6052,819395,3250,-109.6975005,-109.6975005,SUBTERRÁNEO
6204,819599,3251,-111.68489477777779,-111.68489477777779,SUBTERRÁNEO
6263,819695,3252,-111.32833366666667,-111.32833366666667,SUBTERRÁNEO
6308,819750,3253,-110.04305583333333,-110.04305583333333,SUBTERRÁNEO
6309,819750,3254,-110.04388922222222,-110.04388922222222,SUBTERRÁNEO
6310,819750,3255,-110.0475005,-110.0475005,SUBTERRÁNEO
6311,819750,3256,-110.05194477777778,-110.05194477777778,SUBTERRÁNEO
6312,819750,3257,-110.05305572222223,-110.05305572222223,SUBTERRÁNEO
6313,819750,3258,-110.05694477777777,-110.05694477777777,SUBTERRÁNEO
6314,819750,3259,-110.0569451111111,-110.0569451111111,SUBTERRÁNEO
6315,819750,3260,-110.06027827777777,-110.06027827777777,SUBTERRÁNEO
6316,819750,3261,-110.0583335,-110.0583335,SUBTERRÁNEO
6317,819750,3262,-110.05888922222222,-110.05888922222222,SUBTERRÁNEO
6318,819750,3263,-110.05805588888889,-110.05805588888889,SUBTERRÁNEO
6319,819750,3264,-110.03361161111111,-110.03361161111111,SUBTERRÁNEO
6320,819750,3265,-110.05777794444444,-110.05777794444444,SUBTERRÁNEO
6321,819750,3266,-110.0575005,-110.0575005,SUBTERRÁNEO
6322,819750,3267,-110.05611166666667,-110.05611166666667,SUBTERRÁNEO
9,810083,3268,-90.1469273888889,-90.1469273888889,SUBTERRÁNEO
12,810096,3269,-90.269336,-90.269336,SUBTERRÁNEO
13,810097,3270,-90.86250133333333,-90.86250133333333,SUBTERRÁNEO
15,810102,3271,-91.82028863888888,-91.82028863888888,SUBTERRÁNEO
18,810115,3272,-89.88024997222222,-89.88024997222222,SUBTERRÁNEO
21,810119,3273,-90.41958600000001,-90.41958600000001,SUBTERRÁNEO
22,810120,3274,-90.57497288888888,-90.57497288888888,SUBTERRÁNEO
23,810121,3275,-90.65044511111111,-90.65044511111111,SUBTERRÁNEO
32,810145,3276,-89.84585072222222,-89.84585072222222,SUBTERRÁNEO
43,810167,3277,-89.98711647222223,-89.98711647222223,SUBTERRÁNEO
46,810170,3278,-90.3559211111111,-90.3559211111111,SUBTERRÁNEO
89,810264,3279,-90.526502,-90.526502,SUBTERRÁNEO
96,810275,3280,-90.45980955555555,-90.45980955555555,SUBTERRÁNEO
102,810282,3281,-90.28238655555556,-90.28238655555556,SUBTERRÁNEO
407,810869,3282,-89.83427977777777,-89.83427977777777,SUBTERRÁNEO
641,811258,3283,-90.75323830555556,-90.75323830555556,SUBTERRÁNEO
642,811259,3284,-90.06562225,-90.06562225,SUBTERRÁNEO
659,811309,3285,-90.49005688888889,-90.49005688888889,SUBTERRÁNEO
837,811611,3286,-90.37964155555555,-90.37964155555555,SUBTERRÁNEO
895,811699,3287,-91.46677794444444,-91.46677794444444,SUBTERRÁNEO
1600,812768,3288,-90.23661244444445,-90.23661244444445,SUBTERRÁNEO
1682,812890,3289,-90.50222577777778,-90.50222577777778,SUBTERRÁNEO
3007,814792,3290,-89.82019366666667,-89.82019366666667,SUBTERRÁNEO
5531,818583,3291,-89.93208361111111,-89.93208361111111,SUBTERRÁNEO
5569,818638,3292,-89.94361377777778,-89.94361377777778,SUBTERRÁNEO
5917,819187,3293,-90.92141397222223,-90.92141397222223,SUBTERRÁNEO
6452,819920,3294,-90.51213922222222,-90.51213922222222,SUBTERRÁNEO
6517,820935,3295,-90.77355566666667,-90.77355566666667,SUBTERRÁNEO
6520,820944,3296,-90.76897322222221,-90.76897322222221,SUBTERRÁNEO
6523,820947,3297,-90.77036144444445,-90.77036144444445,SUBTERRÁNEO
6524,820950,3298,-90.76591711111111,-90.76591711111111,SUBTERRÁNEO
6650,821109,3299,-90.74319477777777,-90.74319477777777,SUBTERRÁNEO
6663,821133,3300,-90.23827822222222,-90.23827822222222,SUBTERRÁNEO
6668,821143,3301,-90.42308397222223,-90.42308397222223,SUBTERRÁNEO
6894,821423,3302,-90.61602355555554,-90.61602355555554,SUBTERRÁNEO
7180,821774,3303,-90.46966647222223,-90.46966647222223,SUBTERRÁNEO
7184,821778,3304,-90.7063613888889,-90.7063613888889,SUBTERRÁNEO
7373,822014,3305,-90.93308377777778,-90.93308377777778,SUBTERRÁNEO
7421,822080,3306,-90.905043,-90.905043,SUBTERRÁNEO
7439,822091,3307,-90.75900197222222,-90.75900197222222,SUBTERRÁNEO
7506,822166,3308,-90.71463955555556,-90.71463955555556,SUBTERRÁNEO
7527,822175,3309,-90.24165538888889,-90.24165538888889,SUBTERRÁNEO
7558,822220,3310,-90.97860069444445,-90.97860069444445,SUBTERRÁNEO
7657,822331,3311,-89.97205294444444,-89.97205294444444,SUBTERRÁNEO
7735,822431,3312,-91.82380688888888,-91.82380688888888,SUBTERRÁNEO
7765,822469,3313,-90.19972788888889,-90.19972788888889,SUBTERRÁNEO
7766,822470,3314,-90.52744844444445,-90.52744844444445,SUBTERRÁNEO
7773,822479,3315,-90.91625033333334,-90.91625033333334,SUBTERRÁNEO
7817,822535,3316,-90.61316733333332,-90.61316733333332,SUBTERRÁNEO
7847,822579,3317,-90.67497238888889,-90.67497238888889,SUBTERRÁNEO
7898,822645,3318,-90.71474947222222,-90.71474947222222,SUBTERRÁNEO
7899,822648,3319,-90.3505291111111,-90.3505291111111,SUBTERRÁNEO
8005,822775,3320,-90.27190008333334,-90.27190008333334,SUBTERRÁNEO
8184,823015,3321,-90.47944577777778,-90.47944577777778,SUBTERRÁNEO
8191,823026,3322,-90.77817202777777,-90.77817202777777,SUBTERRÁNEO
8212,823057,3323,-90.53339022222222,-90.53339022222222,SUBTERRÁNEO
8214,823059,3324,-90.91522355555556,-90.91522355555556,SUBTERRÁNEO
8237,823083,3325,-90.2142248888889,-90.2142248888889,SUBTERRÁNEO
8243,823092,3326,-90.91900033333334,-90.91900033333334,SUBTERRÁNEO
8287,823152,3327,-90.9377248888889,-90.9377248888889,SUBTERRÁNEO
8290,823158,3328,-89.7816946111111,-89.7816946111111,SUBTERRÁNEO
8292,823161,3329,-90.60697488888889,-90.60697488888889,SUBTERRÁNEO
8324,823197,3330,-90.29555622222222,-90.29555622222222,SUBTERRÁNEO
8325,823197,3331,-90.29305580555555,-90.29305580555555,SUBTERRÁNEO
8360,823237,3332,-89.81642533333333,-89.81642533333333,SUBTERRÁNEO
8377,823257,3333,-89.15148025,-89.15148025,SUBTERRÁNEO
8380,823261,3334,-90.15388955555557,-90.15388955555557,SUBTERRÁNEO
8383,823264,3335,-90.50950066666667,-90.50950066666667,SUBTERRÁNEO
8477,823385,3336,-91.05905688888889,-91.05905688888889,SUBTERRÁNEO
8505,823433,3337,-90.65694511111111,-90.65694511111111,SUBTERRÁNEO
8508,823441,3338,-90.35230755555556,-90.35230755555556,SUBTERRÁNEO
8509,823442,3339,-90.91477830555556,-90.91477830555556,SUBTERRÁNEO
8510,823443,3340,-90.86811169444444,-90.86811169444444,SUBTERRÁNEO
8511,823446,3341,-90.3968308888889,-90.3968308888889,SUBTERRÁNEO
8524,823477,3342,-90.43591733333334,-90.43591733333334,SUBTERRÁNEO
8526,823479,3343,-90.74400033333333,-90.74400033333333,SUBTERRÁNEO
8529,823482,3344,-91.11172355555556,-91.11172355555556,SUBTERRÁNEO
8532,823485,3345,-90.72180622222223,-90.72180622222223,SUBTERRÁNEO
8574,823560,3346,-90.42283033333334,-90.42283033333334,SUBTERRÁNEO
8575,823561,3347,-90.42447219444445,-90.42447219444445,SUBTERRÁNEO
8580,823566,3348,-90.42997255555557,-90.42997255555557,SUBTERRÁNEO
8596,823580,3349,-90.40038955555556,-90.40038955555556,SUBTERRÁNEO
8605,823592,3350,-90.67927777777778,-90.67927777777778,SUBTERRÁNEO
8606,823593,3351,-89.50030622222222,-89.50030622222222,SUBTERRÁNEO
8616,823609,3352,-90.68680133333334,-90.68680133333334,SUBTERRÁNEO
8624,823623,3353,-90.69972294444445,-90.69972294444445,SUBTERRÁNEO
8664,823674,3354,-90.754459,-90.754459,SUBTERRÁNEO
8680,823696,3355,-90.34463813888888,-90.34463813888888,SUBTERRÁNEO
8681,823697,3356,-90.13769461111112,-90.13769461111112,SUBTERRÁNEO
8683,823702,3357,-90.6540835,-90.6540835,SUBTERRÁNEO
8686,823708,3358,-89.85894441666666,-89.85894441666666,SUBTERRÁNEO
8687,823711,3359,-89.973172,-89.973172,SUBTERRÁNEO
8690,823714,3360,-91.87569477777777,-91.87569477777777,SUBTERRÁNEO
8692,823716,3361,-91.91077902777778,-91.91077902777778,SUBTERRÁNEO
8730,823775,3362,-91.4917248888889,-91.4917248888889,SUBTERRÁNEO
8814,823902,3363,-90.49380822222223,-90.49380822222223,SUBTERRÁNEO
8825,823920,3364,-90.12344444444444,-90.12344444444444,SUBTERRÁNEO
