,TÍTULO,NÚMERO DE ANEXO,LONGITUD,LATITUD,TIPO
125641,04TLX105697/27ABDL14,2721,-97.8908888888889,-97.8908888888889,SUPERFICIAL
125642,04TLX105846/18AODL16,2722,-98.25127777777777,-98.25127777777777,SUPERFICIAL
125643,04TLX105858/18AADL16,2723,-98.17669444444445,-98.17669444444445,SUPERFICIAL
125644,04TLX105864/18AODL17,2724,-98.17713888888889,-98.17713888888889,SUPERFICIAL
125645,04TLX105877/18ADDL17,2725,-98.4496388888889,-98.4496388888889,SUPERFICIAL
125646,04TLX105879/18AODL17,2726,-98.17694444444444,-98.17694444444444,SUPERFICIAL
125647,04TLX105897/18AFDL17,2727,-98.19083333333333,-98.19083333333333,SUPERFICIAL
125648,04TLX105904/18ABDL17,2728,-98.29666666666667,-98.29666666666667,SUPERFICIAL
125649,04TLX105924/27AGDL17,2729,-97.95555555555556,-97.95555555555556,SUPERFICIAL
125650,04TLX105927/18AKDL17,2730,-98.35469444444443,-98.35469444444443,SUPERFICIAL
125651,04TLX150014/18AADL17,2731,-98.29288888888888,-98.29288888888888,SUPERFICIAL
125652,04TLX150051/18AADL17,2732,-98.16822222222223,-98.16822222222223,SUPERFICIAL
125653,04TLX150146/18HODL18,2733,-98.28722222222223,-98.28722222222223,SUPERFICIAL
125654,04TLX150146/18HODL18,2734,-98.30388888888889,-98.30388888888889,SUPERFICIAL
125655,04TLX150152/18AADL18,2735,-98.30888888888889,-98.30888888888889,SUPERFICIAL
125656,04TLX150155/18HSDL18,2736,-98.41555555555556,-98.41555555555556,SUPERFICIAL
125657,04TLX150155/18HSDL18,2737,-98.46472222222222,-98.46472222222222,SUPERFICIAL
125658,04TLX150155/18HSDL18,2738,-98.46527777777779,-98.46527777777779,SUPERFICIAL
125659,04TLX150155/18HSDL18,2739,-98.38111111111111,-98.38111111111111,SUPERFICIAL
125660,04TLX150155/18HSDL18,2740,-98.44583333333334,-98.44583333333334,SUPERFICIAL
125661,04TLX150160/27HODL18,2741,-97.98694444444445,-97.98694444444445,SUPERFICIAL
125662,04TLX150160/27HODL18,2742,-97.96888888888888,-97.96888888888888,SUPERFICIAL
125663,04TLX150160/27HODL18,2743,-97.88194444444444,-97.88194444444444,SUPERFICIAL
125664,04TLX150160/27HODL18,2744,-97.88333333333334,-97.88333333333334,SUPERFICIAL
125665,04TLX150160/27HODL18,2745,-97.88472222222222,-97.88472222222222,SUPERFICIAL
125666,04TLX150181/18HLDL18,2746,-98.17686111111112,-98.17686111111112,SUPERFICIAL
125667,04TLX150185/27HODL18,2747,-97.89583333333334,-97.89583333333334,SUPERFICIAL
125668,04TLX150185/27HODL18,2748,-97.89472222222223,-97.89472222222223,SUPERFICIAL
125669,04TLX150185/27HODL18,2749,-97.89472222222223,-97.89472222222223,SUPERFICIAL
125670,04TLX150185/27HODL18,2750,-97.87249999999999,-97.87249999999999,SUPERFICIAL
125671,04TLX150185/27HODL18,2751,-97.87916666666666,-97.87916666666666,SUPERFICIAL
125672,04TLX150188/18HMDL18,2752,-98.11661111111111,-98.11661111111111,SUPERFICIAL
125673,04TLX150188/18HMDL18,2753,-98.14855555555556,-98.14855555555556,SUPERFICIAL
125674,04TLX150197/27AODL18,2754,-97.88416666666667,-97.88416666666667,SUPERFICIAL
125675,04TLX150201/18HMDL18,2755,-98.16830555555556,-98.16830555555556,SUPERFICIAL
125676,04TLX150201/18HMDL18,2756,-98.16072222222223,-98.16072222222223,SUPERFICIAL
125677,04TLX150201/18HMDL18,2757,-98.17333333333333,-98.17333333333333,SUPERFICIAL
125678,04TLX150205/18AADL18,2758,-98.33805555555556,-98.33805555555556,SUPERFICIAL
125679,04TLX150228/18HMDL19,2759,-97.87833333333333,-97.87833333333333,SUPERFICIAL
134708,13TLX105905/26AHDL17,2760,-98.50697222222222,-98.50697222222222,SUPERFICIAL
134710,13TLX150161/26HODL18,2761,-98.50955555555555,-98.50955555555555,SUPERFICIAL
134913,04TLX105783/27IADL17,2762,-97.95247222222223,-97.95247222222223,SUPERFICIAL
146761,13TLX100027/26DBDL14,2763,-98.515,-98.515,SUPERFICIAL
146762,04TLX100520/18IODL14,2764,-98.20138888888889,-98.20138888888889,SUPERFICIAL
146763,04TLX100536/18EODL15,2765,-98.36172222222221,-98.36172222222221,SUPERFICIAL
146764,04TLX100555/27ADDL15,2766,-97.96133333333334,-97.96133333333334,SUPERFICIAL
146765,04TLX100658/18AODL14,2767,-98.08944444444444,-98.08944444444444,SUPERFICIAL
7,810364,2768,-97.48250005555556,-97.48250005555556,SUPERFICIAL
13,810912,2769,-94.37555616666666,-94.37555616666666,SUPERFICIAL
18,811040,2770,-97.19611141666667,-97.19611141666667,SUPERFICIAL
35,811380,2771,-98.32702755555555,-98.32702755555555,SUPERFICIAL
47,812161,2772,-95.48963938888889,-95.48963938888889,SUPERFICIAL
57,812542,2773,-94.72094786111111,-94.72094786111111,SUPERFICIAL
71,813331,2774,-98.20788936111111,-98.20788936111111,SUPERFICIAL
85,813748,2775,-96.69066697222223,-96.69066697222223,SUPERFICIAL
197,816093,2776,-96.65138927777778,-96.65138927777778,SUPERFICIAL
202,816142,2777,-98.11580588888889,-98.11580588888889,SUPERFICIAL
209,816176,2778,-97.62916738888889,-97.62916738888889,SUPERFICIAL
219,816218,2779,-98.3073335,-98.3073335,SUPERFICIAL
231,816343,2780,-96.8750005,-96.8750005,SUPERFICIAL
235,816364,2781,-98.08583366666666,-98.08583366666666,SUPERFICIAL
243,816402,2782,-98.4114446388889,-98.4114446388889,SUPERFICIAL
257,816506,2783,-98.36666680555555,-98.36666680555555,SUPERFICIAL
258,816510,2784,-98.06100024999999,-98.06100024999999,SUPERFICIAL
287,816666,2785,-98.45916797222222,-98.45916797222222,SUPERFICIAL
293,816691,2786,-98.46000033333334,-98.46000033333334,SUPERFICIAL
307,816909,2787,-98.4701115,-98.4701115,SUPERFICIAL
338,817889,2788,-96.5300628611111,-96.5300628611111,SUPERFICIAL
340,817903,2789,-97.306124,-97.306124,SUPERFICIAL
362,818083,2790,-98.53055566666667,-98.53055566666667,SUPERFICIAL
404,818952,2791,-97.196667,-97.196667,SUPERFICIAL
405,818952,2792,-97.05861511111111,-97.05861511111111,SUPERFICIAL
411,819139,2793,-96.55444475,-96.55444475,SUPERFICIAL
419,819289,2794,-98.54160291666666,-98.54160291666666,SUPERFICIAL
425,819391,2795,-98.37333349999999,-98.37333349999999,SUPERFICIAL
445,820917,2796,-96.32805622222222,-96.32805622222222,SUPERFICIAL
448,821012,2797,-96.55416680555555,-96.55416680555555,SUPERFICIAL
449,821043,2798,-98.54233083333334,-98.54233083333334,SUPERFICIAL
461,821316,2799,-96.32888927777778,-96.32888927777778,SUPERFICIAL
462,821340,2800,-96.76918583333334,-96.76918583333334,SUPERFICIAL
466,821401,2801,-98.138889,-98.138889,SUPERFICIAL
504,822078,2802,-96.71695258333334,-96.71695258333334,SUPERFICIAL
505,822112,2803,-96.71694491666666,-96.71694491666666,SUPERFICIAL
517,822294,2804,-96.80750025,-96.80750025,SUPERFICIAL
554,822792,2805,-96.96055586111112,-96.96055586111112,SUPERFICIAL
564,823204,2806,-97.08555555555554,-97.08555555555554,SUPERFICIAL
655,824576,2807,-96.41366680555556,-96.41366680555556,SUPERFICIAL
742,825469,2808,-96.45025133333334,-96.45025133333334,SUPERFICIAL
754,825529,2809,-96.63691694444445,-96.63691694444445,SUPERFICIAL
755,825535,2810,-96.67250019444445,-96.67250019444445,SUPERFICIAL
757,825537,2811,-97.05805594444445,-97.05805594444445,SUPERFICIAL
799,825955,2812,-96.58472238888888,-96.58472238888888,SUPERFICIAL
805,825990,2813,-94.98472238888888,-94.98472238888888,SUPERFICIAL
812,826191,2814,-96.94741680555556,-96.94741680555556,SUPERFICIAL
871,827936,2815,-96.52656969444445,-96.52656969444445,SUPERFICIAL
954,830106,2816,-97.12638902777778,-97.12638902777778,SUPERFICIAL
981,830280,2817,-96.98111169444445,-96.98111169444445,SUPERFICIAL
994,830375,2818,-96.66694463888889,-96.66694463888889,SUPERFICIAL
1011,831732,2819,-96.94960008333334,-96.94960008333334,SUPERFICIAL
1030,831945,2820,-97.14527794444444,-97.14527794444444,SUPERFICIAL
1031,831946,2821,-96.54361138888889,-96.54361138888889,SUPERFICIAL
1067,832301,2822,-96.98250016666667,-96.98250016666667,SUPERFICIAL
1228,834023,2823,-96.64805597222222,-96.64805597222222,SUPERFICIAL
1268,835768,2824,-98.215556,-98.215556,SUPERFICIAL
1276,835864,2825,-96.52547794444445,-96.52547794444445,SUPERFICIAL
1299,836338,2826,-97.31527819444445,-97.31527819444445,SUPERFICIAL
1340,837228,2827,-97.00611125,-97.00611125,SUPERFICIAL
1341,837228,2828,-96.97620858333333,-96.97620858333333,SUPERFICIAL
1405,837752,2829,-96.98416677777777,-96.98416677777777,SUPERFICIAL
1406,837752,2830,-96.98333355555556,-96.98333355555556,SUPERFICIAL
1407,837752,2831,-96.98111122222222,-96.98111122222222,SUPERFICIAL
1481,838547,2832,-94.32838908333333,-94.32838908333333,SUPERFICIAL
1489,838900,2833,-96.60638888888889,-96.60638888888889,SUPERFICIAL
1551,840343,2834,-96.60195869444443,-96.60195869444443,SUPERFICIAL
1750,823108,2835,-96.45491686111112,-96.45491686111112,SUPERFICIAL
1752,837207,2836,-95.29638902777778,-95.29638902777778,SUPERFICIAL
1753,837207,2837,-95.25972263888889,-95.25972263888889,SUPERFICIAL
1759,842759,2838,-98.05688897222223,-98.05688897222223,SUPERFICIAL
1766,842937,2839,-98.03833363888889,-98.03833363888889,SUPERFICIAL
1777,843111,2840,-97.12810138888888,-97.12810138888888,SUPERFICIAL
1781,843178,2841,-98.40388916666667,-98.40388916666667,SUPERFICIAL
1786,843383,2842,-96.49083350000001,-96.49083350000001,SUPERFICIAL
2231,09VER128772,2843,-98.07225016666666,-98.07225016666666,SUPERFICIAL
2232,09VER128791,2844,-98.29555563888889,-98.29555563888889,SUPERFICIAL
2233,09VER128921,2845,-98.28611127777778,-98.28611127777778,SUPERFICIAL
2234,09VER133485,2846,-98.11325066666666,-98.11325066666666,SUPERFICIAL
2235,09VER133536,2847,-98.41155583333334,-98.41155583333334,SUPERFICIAL
2236,09VER133557,2848,-98.54030572222221,-98.54030572222221,SUPERFICIAL
2237,09VER134526,2849,-98.41727802777778,-98.41727802777778,SUPERFICIAL
2238,09VER134531,2850,-98.26761377777778,-98.26761377777778,SUPERFICIAL
2239,09VER134904,2851,-98.41350033333335,-98.41350033333335,SUPERFICIAL
2240,09VER134925,2852,-98.06863905555555,-98.06863905555555,SUPERFICIAL
2241,09VER134931,2853,-98.39272272222223,-98.39272272222223,SUPERFICIAL
2242,09VER134940,2854,-98.28388955555555,-98.28388955555555,SUPERFICIAL
2243,09VER135023,2855,-98.41222125,-98.41222125,SUPERFICIAL
2244,09VER135026,2856,-98.41158366666667,-98.41158366666667,SUPERFICIAL
2245,09VER135027,2857,-98.41221319444445,-98.41221319444445,SUPERFICIAL
2246,09VER135028,2858,-98.41218275,-98.41218275,SUPERFICIAL
2247,09VER135029,2859,-98.41180644444445,-98.41180644444445,SUPERFICIAL
2248,09VER135787,2860,-98.39772255555556,-98.39772255555556,SUPERFICIAL
2249,09VER135787,2861,-98.3977223888889,-98.3977223888889,SUPERFICIAL
2250,09VER135787,2862,-98.39772272222223,-98.39772272222223,SUPERFICIAL
2251,09VER136332,2863,-98.38363911111112,-98.38363911111112,SUPERFICIAL
2252,09VER136374,2864,-98.44063944444444,-98.44063944444444,SUPERFICIAL
2253,09VER136374,2865,-98.44066691666667,-98.44066691666667,SUPERFICIAL
2254,09VER150465,2866,-98.31930822222222,-98.31930822222222,SUPERFICIAL
2255,09VER153791,2867,-98.18658383333333,-98.18658383333333,SUPERFICIAL
10,810591,2868,-103.02188080555555,-103.02188080555555,SUPERFICIAL
12,810895,2869,-102.51391127777778,-102.51391127777778,SUPERFICIAL
352,817978,2870,-103.295922,-103.295922,SUPERFICIAL
1485,838762,2871,-103.0713335,-103.0713335,SUPERFICIAL
1487,838864,2872,-103.02083383333333,-103.02083383333333,SUPERFICIAL
1510,839378,2873,-103.86444980555555,-103.86444980555555,SUPERFICIAL
1558,840553,2874,-102.53172255555556,-102.53172255555556,SUPERFICIAL
1705,838764,2875,-103.05938905555556,-103.05938905555556,SUPERFICIAL
1757,842219,2876,-103.09777783333332,-103.09777783333332,SUPERFICIAL
1758,842403,2877,-102.81805330555555,-102.81805330555555,SUPERFICIAL
2037,07ZAC118823,2878,-102.49223025,-102.49223025,SUPERFICIAL
2149,08ZAC116231,2879,-102.95750027777778,-102.95750027777778,SUPERFICIAL
2150,08ZAC117359,2880,-103.11277827777778,-103.11277827777778,SUPERFICIAL
2151,08ZAC117426,2881,-102.25000016666667,-102.25000016666667,SUPERFICIAL
4348,ZAC114757,2882,-103.03750536111112,-103.03750536111112,SUPERFICIAL
4349,ZAC115755,2883,-103.10055555555554,-103.10055555555554,SUPERFICIAL
4350,ZAC116190,2884,-103.00888888888889,-103.00888888888889,SUPERFICIAL
4351,ZAC116673,2885,-103.16500266666667,-103.16500266666667,SUPERFICIAL
4352,ZAC116980,2886,-103.02777775,-103.02777775,SUPERFICIAL
4353,ZAC117121,2887,-103.49249461111111,-103.49249461111111,SUPERFICIAL
4354,ZAC119209,2888,-102.8561111111111,-102.8561111111111,SUPERFICIAL
4355,ZAC120110,2889,-102.89581088888889,-102.89581088888889,SUPERFICIAL
4356,ZAC120636,2890,-102.97444444444444,-102.97444444444444,SUPERFICIAL
4357,ZAC121007,2891,-102.98791800000001,-102.98791800000001,SUPERFICIAL
4406,ZAC121175,2892,-102.96083327777778,-102.96083327777778,SUPERFICIAL
4501,ZAC116834,2893,-103.31722222222221,-103.31722222222221,SUPERFICIAL
4502,ZAC117403,2894,-103.0102781111111,-103.0102781111111,SUPERFICIAL
4503,ZAC117655,2895,-102.63166663888889,-102.63166663888889,SUPERFICIAL
4504,ZAC121177,2896,-102.96250533333334,-102.96250533333334,SUPERFICIAL
4505,ZAC152300,2897,-102.86100536111111,-102.86100536111111,SUPERFICIAL
121383,3ZAC106533/12HOGE97,2898,-102.97305555555556,-102.97305555555556,SUPERFICIAL
121384,3ZAC107955/12HOGE97,2899,-103.50166666666667,-103.50166666666667,SUPERFICIAL
121385,3ZAC107958/12HOGE97,2900,-103.4263888888889,-103.4263888888889,SUPERFICIAL
121386,3ZAC107959/12HOGE97,2901,-103.46111111111111,-103.46111111111111,SUPERFICIAL
121387,3ZAC107962/12HDGE97,2902,-102.68555555555555,-102.68555555555555,SUPERFICIAL
121388,3ZAC107963/12HHGE97,2903,-101.7175,-101.7175,SUPERFICIAL
121389,3ZAC107964/12HHGE97,2904,-102.71333333333334,-102.71333333333334,SUPERFICIAL
121390,3ZAC107965/12HAGE97,2905,-102.66972222222223,-102.66972222222223,SUPERFICIAL
121391,3ZAC107966/12HDGE97,2906,-102.67027777777778,-102.67027777777778,SUPERFICIAL
121392,3ZAC107967/12HDGE97,2907,-102.69555555555556,-102.69555555555556,SUPERFICIAL
121393,3ZAC107968/12HDGE97,2908,-102.7038888888889,-102.7038888888889,SUPERFICIAL
121394,3ZAC107969/12HDGE97,2909,-103.31194444444444,-103.31194444444444,SUPERFICIAL
121395,3ZAC107970/12HDGE97,2910,-103.31277777777777,-103.31277777777777,SUPERFICIAL
121396,3ZAC107971/12HOGE97,2911,-103.25277777777778,-103.25277777777778,SUPERFICIAL
121397,3ZAC107972/12HOGE97,2912,-103.25,-103.25,SUPERFICIAL
121398,3ZAC107978/12HDGE97,2913,-103.35138888888888,-103.35138888888888,SUPERFICIAL
121399,3ZAC107670/12HDGE97,2914,-102.84722222222221,-102.84722222222221,SUPERFICIAL
121400,3ZAC107678/12HOGE97,2915,-103.345,-103.345,SUPERFICIAL
121401,3ZAC107749/11HOGE97,2916,-103.79222222222222,-103.79222222222222,SUPERFICIAL
121402,3ZAC107804/12HAGE97,2917,-103.47333333333333,-103.47333333333333,SUPERFICIAL
121403,3ZAC107805/12HDGE97,2918,-103.51805555555555,-103.51805555555555,SUPERFICIAL
121404,3ZAC107889/12HDGE97,2919,-103.42972222222222,-103.42972222222222,SUPERFICIAL
121405,3ZAC107890/12HAGE97,2920,-103.48166666666667,-103.48166666666667,SUPERFICIAL
121406,3ZAC107891/12HOGE97,2921,-103.51666666666667,-103.51666666666667,SUPERFICIAL
121407,3ZAC107892/12HOGE97,2922,-103.58888888888889,-103.58888888888889,SUPERFICIAL
121408,3ZAC107901/36HDGE97,2923,-101.93694444444445,-101.93694444444445,SUPERFICIAL
121409,3ZAC107903/36HOGE97,2924,-101.48444444444445,-101.48444444444445,SUPERFICIAL
121410,3ZAC107904/36HOGE97,2925,-101.4625,-101.4625,SUPERFICIAL
121411,3ZAC107906/36HOGE97,2926,-101.50444444444445,-101.50444444444445,SUPERFICIAL
121412,3ZAC107908/36HOGE97,2927,-101.55833333333334,-101.55833333333334,SUPERFICIAL
121413,3ZAC107907/37HOGE97,2928,-102.215,-102.215,SUPERFICIAL
121414,3ZAC107909/36HOGE97,2929,-101.54388888888889,-101.54388888888889,SUPERFICIAL
121415,3ZAC107943/12HAGE97,2930,-103.47833333333334,-103.47833333333334,SUPERFICIAL
121416,3ZAC107660/12HOGE97,2931,-103.56333333333333,-103.56333333333333,SUPERFICIAL
121417,3ZAC107668/12HHGE97,2932,-102.79444444444444,-102.79444444444444,SUPERFICIAL
121418,3ZAC106683/12HOGE97,2933,-103.52527777777777,-103.52527777777777,SUPERFICIAL
121419,3ZAC107941/12HAGE97,2934,-103.4625,-103.4625,SUPERFICIAL
121420,3ZAC106839/12HDGE97,2935,-103.085,-103.085,SUPERFICIAL
121421,3ZAC107529/12HDGE97,2936,-103.08194444444445,-103.08194444444445,SUPERFICIAL
121422,3ZAC107511/12HDGE97,2937,-102.77805555555555,-102.77805555555555,SUPERFICIAL
121423,3ZAC107743/37HDGE97,2938,-101.49222222222222,-101.49222222222222,SUPERFICIAL
121424,3ZAC107762/12HOGE97,2939,-103.36527777777778,-103.36527777777778,SUPERFICIAL
121425,3ZAC107797/12HDGE97,2940,-103.53555555555555,-103.53555555555555,SUPERFICIAL
121426,3ZAC107800/12HOGE97,2941,-103.54194444444444,-103.54194444444444,SUPERFICIAL
121427,3ZAC107802/12HOGE97,2942,-103.4775,-103.4775,SUPERFICIAL
121428,3ZAC107940/12HDGE97,2943,-103.4225,-103.4225,SUPERFICIAL
121429,3ZAC107900/36HHGE97,2944,-102.41666666666667,-102.41666666666667,SUPERFICIAL
121430,3ZAC108053/12HOGE97,2945,-103.41222222222223,-103.41222222222223,SUPERFICIAL
121431,3ZAC108054/12HDGE97,2946,-103.41305555555556,-103.41305555555556,SUPERFICIAL
121432,3ZAC108055/12HDGE97,2947,-103.52194444444444,-103.52194444444444,SUPERFICIAL
121433,3ZAC108056/12HDGE97,2948,-103.39694444444446,-103.39694444444446,SUPERFICIAL
121434,3ZAC108094/12HOGE97,2949,-103.41111111111111,-103.41111111111111,SUPERFICIAL
121435,3ZAC108095/12HOGE97,2950,-103.43916666666667,-103.43916666666667,SUPERFICIAL
121436,3ZAC108096/12HOGE97,2951,-103.52833333333334,-103.52833333333334,SUPERFICIAL
121437,3ZAC108097/12HOGE97,2952,-103.38527777777779,-103.38527777777779,SUPERFICIAL
121438,3ZAC108141/12HOGE97,2953,-103.49055555555556,-103.49055555555556,SUPERFICIAL
121439,3ZAC108142/12HOGE97,2954,-103.37694444444443,-103.37694444444443,SUPERFICIAL
121440,3ZAC108143/12HOGE97,2955,-103.535,-103.535,SUPERFICIAL
121441,3ZAC108144/12HOGE97,2956,-103.57638888888889,-103.57638888888889,SUPERFICIAL
121442,3ZAC108145/12HOGE97,2957,-103.45194444444445,-103.45194444444445,SUPERFICIAL
121443,3ZAC108000/12HOGE97,2958,-103.875,-103.875,SUPERFICIAL
121444,3ZAC108002/12HOGE97,2959,-103.825,-103.825,SUPERFICIAL
121445,3ZAC108005/12HOGE97,2960,-103.81444444444445,-103.81444444444445,SUPERFICIAL
121446,3ZAC108006/12HOGE97,2961,-104.15,-104.15,SUPERFICIAL
121447,3ZAC108007/12HOGE97,2962,-103.76333333333334,-103.76333333333334,SUPERFICIAL
121448,3ZAC108008/12HOGE97,2963,-103.81861111111111,-103.81861111111111,SUPERFICIAL
121449,3ZAC108009/12HOGE97,2964,-103.92222222222223,-103.92222222222223,SUPERFICIAL
121450,3ZAC108011/12HOGE97,2965,-103.29083333333332,-103.29083333333332,SUPERFICIAL
121451,3ZAC108012/12HOGE97,2966,-103.20611111111111,-103.20611111111111,SUPERFICIAL
121452,3ZAC108013/12HOGE97,2967,-103.32277777777777,-103.32277777777777,SUPERFICIAL
24,810122,2968,-102.21888983333334,-102.21888983333334,SUBTERRÁNEO
276,810655,2969,-102.04723294444445,-102.04723294444445,SUBTERRÁNEO
386,810837,2970,-102.03055605555555,-102.03055605555555,SUBTERRÁNEO
394,810854,2971,-102.0350001111111,-102.0350001111111,SUBTERRÁNEO
418,810884,2972,-102.21805605555556,-102.21805605555556,SUBTERRÁNEO
515,811061,2973,-102.209834,-102.209834,SUBTERRÁNEO
528,811083,2974,-102.3402791111111,-102.3402791111111,SUBTERRÁNEO
549,811110,2975,-102.29722272222222,-102.29722272222222,SUBTERRÁNEO
558,811126,2976,-102.29833383333333,-102.29833383333333,SUBTERRÁNEO
632,811239,2977,-102.23722255555556,-102.23722255555556,SUBTERRÁNEO
696,811367,2978,-102.28611144444444,-102.28611144444444,SUBTERRÁNEO
744,811443,2979,-102.3427781111111,-102.3427781111111,SUBTERRÁNEO
754,811459,2980,-102.02138905555556,-102.02138905555556,SUBTERRÁNEO
887,811684,2981,-102.30666716666667,-102.30666716666667,SUBTERRÁNEO
897,811701,2982,-102.15194494444445,-102.15194494444445,SUBTERRÁNEO
899,811712,2983,-102.38222272222221,-102.38222272222221,SUBTERRÁNEO
967,811820,2984,-102.27611130555556,-102.27611130555556,SUBTERRÁNEO
1011,811903,2985,-102.27777808333333,-102.27777808333333,SUBTERRÁNEO
1023,811923,2986,-102.24361141666667,-102.24361141666667,SUBTERRÁNEO
1029,811933,2987,-102.23694444444445,-102.23694444444445,SUBTERRÁNEO
1041,811947,2988,-102.23027811111112,-102.23027811111112,SUBTERRÁNEO
1061,811990,2989,-102.27666744444444,-102.27666744444444,SUBTERRÁNEO
1216,812203,2990,-102.27750033333334,-102.27750033333334,SUBTERRÁNEO
1220,812208,2991,-102.26922255555556,-102.26922255555556,SUBTERRÁNEO
1254,812255,2992,-102.38555586111111,-102.38555586111111,SUBTERRÁNEO
1269,812274,2993,-102.24250066666667,-102.24250066666667,SUBTERRÁNEO
1302,812322,2994,-102.7000005,-102.7000005,SUBTERRÁNEO
1390,812454,2995,-102.29598025,-102.29598025,SUBTERRÁNEO
1407,812474,2996,-101.97127786111112,-101.97127786111112,SUBTERRÁNEO
1432,812507,2997,-102.26858366666667,-102.26858366666667,SUBTERRÁNEO
1451,812535,2998,-102.36750066666666,-102.36750066666666,SUBTERRÁNEO
1475,812571,2999,-102.2333335,-102.2333335,SUBTERRÁNEO
1486,812586,3000,-102.04783466666666,-102.04783466666666,SUBTERRÁNEO
1493,812596,3001,-102.04783466666666,-102.04783466666666,SUBTERRÁNEO
1511,812627,3002,-102.04783869444444,-102.04783869444444,SUBTERRÁNEO
1513,812631,3003,-102.047836,-102.047836,SUBTERRÁNEO
1521,812651,3004,-102.26944494444444,-102.26944494444444,SUBTERRÁNEO
1522,812652,3005,-102.26797255555556,-102.26797255555556,SUBTERRÁNEO
1523,812653,3006,-102.21444477777779,-102.21444477777779,SUBTERRÁNEO
1524,812654,3007,-102.22263922222223,-102.22263922222223,SUBTERRÁNEO
1525,812655,3008,-102.2800005,-102.2800005,SUBTERRÁNEO
1526,812656,3009,-102.20233366666668,-102.20233366666668,SUBTERRÁNEO
1527,812657,3010,-102.20233366666668,-102.20233366666668,SUBTERRÁNEO
1528,812658,3011,-102.20233366666668,-102.20233366666668,SUBTERRÁNEO
1529,812658,3012,-102.22077811111112,-102.22077811111112,SUBTERRÁNEO
1543,812679,3013,-102.21486144444445,-102.21486144444445,SUBTERRÁNEO
1544,812680,3014,-102.30389155555555,-102.30389155555555,SUBTERRÁNEO
1545,812681,3015,-102.30389022222222,-102.30389022222222,SUBTERRÁNEO
1597,812764,3016,-102.27875005555555,-102.27875005555555,SUBTERRÁNEO
1610,812781,3017,-102.25305572222223,-102.25305572222223,SUBTERRÁNEO
1646,812836,3018,-102.28944461111111,-102.28944461111111,SUBTERRÁNEO
1811,813034,3019,-102.32944511111111,-102.32944511111111,SUBTERRÁNEO
1876,813099,3020,-102.28805605555556,-102.28805605555556,SUBTERRÁNEO
1985,813227,3021,-102.32688922222222,-102.32688922222222,SUBTERRÁNEO
1986,813229,3022,-102.06147233333333,-102.06147233333333,SUBTERRÁNEO
1991,813232,3023,-102.34300033333332,-102.34300033333332,SUBTERRÁNEO
1992,813233,3024,-102.26277811111112,-102.26277811111112,SUBTERRÁNEO
2022,813273,3025,-102.22722272222222,-102.22722272222222,SUBTERRÁNEO
2023,813274,3026,-102.34277827777777,-102.34277827777777,SUBTERRÁNEO
2024,813276,3027,-102.26980586111111,-102.26980586111111,SUBTERRÁNEO
2092,813363,3028,-102.32688905555555,-102.32688905555555,SUBTERRÁNEO
2093,813364,3029,-102.22836122222222,-102.22836122222222,SUBTERRÁNEO
2094,813365,3030,-102.28827811111111,-102.28827811111111,SUBTERRÁNEO
2202,813533,3031,-102.29805605555555,-102.29805605555555,SUBTERRÁNEO
2208,813544,3032,-102.27583366666667,-102.27583366666667,SUBTERRÁNEO
2316,813714,3033,-102.25341683333333,-102.25341683333333,SUBTERRÁNEO
2353,813783,3034,-102.29422258333334,-102.29422258333334,SUBTERRÁNEO
2407,813862,3035,-102.04444494444444,-102.04444494444444,SUBTERRÁNEO
2436,813903,3036,-101.97250133333334,-101.97250133333334,SUBTERRÁNEO
2522,814087,3037,-102.29541683333333,-102.29541683333333,SUBTERRÁNEO
2601,814202,3038,-102.29778313888889,-102.29778313888889,SUBTERRÁNEO
2661,814296,3039,-101.97666663888889,-101.97666663888889,SUBTERRÁNEO
2666,814308,3040,-102.36933383333333,-102.36933383333333,SUBTERRÁNEO
2667,814309,3041,-102.30416733333333,-102.30416733333333,SUBTERRÁNEO
2745,814433,3042,-102.35000016666666,-102.35000016666666,SUBTERRÁNEO
2746,814434,3043,-102.35722255555555,-102.35722255555555,SUBTERRÁNEO
2755,814449,3044,-101.92222272222223,-101.92222272222223,SUBTERRÁNEO
2762,814458,3045,-102.22577811111111,-102.22577811111111,SUBTERRÁNEO
2790,814511,3046,-102.33250033333333,-102.33250033333333,SUBTERRÁNEO
2791,814512,3047,-102.28388922222221,-102.28388922222221,SUBTERRÁNEO
2799,814527,3048,-102.41863938888889,-102.41863938888889,SUBTERRÁNEO
2960,814736,3049,-102.131667,-102.131667,SUBTERRÁNEO
2961,814738,3050,-102.09266722222222,-102.09266722222222,SUBTERRÁNEO
3115,814940,3051,-102.35333366666666,-102.35333366666666,SUBTERRÁNEO
3142,814991,3052,-102.23888905555556,-102.23888905555556,SUBTERRÁNEO
3143,814991,3053,-102.33250033333333,-102.33250033333333,SUBTERRÁNEO
3152,815011,3054,-102.25191683333334,-102.25191683333334,SUBTERRÁNEO
3262,815190,3055,-102.27672238888889,-102.27672238888889,SUBTERRÁNEO
3284,815218,3056,-102.2508335,-102.2508335,SUBTERRÁNEO
3600,815667,3057,-102.24852811111111,-102.24852811111111,SUBTERRÁNEO
3601,815668,3058,-102.26138905555555,-102.26138905555555,SUBTERRÁNEO
3609,815689,3059,-102.23750066666666,-102.23750066666666,SUBTERRÁNEO
